Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2009-02-16,2948.25,2953.2,2839.1,2848.5,246055796.0,5049.41
2009-02-17,2853.85,2854.65,2757.3,2770.5,191473117.0,4495.99
2009-02-18,2755.15,2806.5,2736.65,2776.15,214170731.0,4940.89
2009-02-19,2776.7,2802.15,2767.6,2789.35,174587983.0,4162.96
2009-02-20,2789.3,2789.3,2709.3,2736.45,154745737.0,3882.17
2009-02-24,2737.25,2746.2,2677.55,2733.9,182727347.0,4407.14
2009-02-25,2733.45,2789.35,2733.45,2762.5,176810272.0,4323.67
2009-02-26,2762.2,2797.8,2731.9,2785.65,250274333.0,6046.44
2009-02-27,2785.7,2787.2,2708.45,2763.65,231597805.0,6084.46
2009-03-02,2764.6,2764.6,2659.55,2674.6,194233262.0,4644.21
2009-03-03,2672.15,2688.5,2611.55,2622.4,217640315.0,5181.0
2009-03-04,2611.95,2655.7,2611.95,2645.2,202951378.0,5363.25
2009-03-05,2645.9,2663.9,2564.1,2576.7,247491627.0,6319.79
2009-03-06,2576.75,2628.1,2539.45,2620.15,242507546.0,6344.12
2009-03-09,2620.1,2621.25,2555.6,2573.15,166405852.0,4048.08
2009-03-12,2574.5,2646.1,2574.5,2617.45,213787846.0,5949.63
2009-03-13,2616.6,2726.15,2616.6,2719.25,263891931.0,6795.09
2009-03-16,2716.05,2781.95,2701.95,2777.25,263151493.0,6059.64
2009-03-17,2776.35,2805.6,2738.7,2757.45,288783952.0,6224.49
2009-03-18,2757.65,2836.05,2752.25,2794.7,261792179.0,6173.86
2009-03-19,2797.05,2822.25,2771.35,2807.15,223408426.0,5394.07
2009-03-20,2807.35,2816.1,2773.65,2807.05,186838911.0,5043.96
2009-03-23,2807.25,2949.75,2807.25,2939.9,251175674.0,6304.76
2009-03-24,2923.8,3017.4,2914.5,2938.7,383117195.0,8871.12
2009-03-25,2938.8,2996.5,2923.3,2984.35,383648320.0,8513.26
2009-03-26,2982.25,3103.35,2982.25,3082.25,416183641.0,10418.0
2009-03-27,3079.4,3123.35,3055.9,3108.65,326572500.0,8599.65
2009-03-30,3108.75,3110.2,2962.4,2978.15,275780455.0,7100.27
2009-03-31,2981.7,3054.3,2966.4,3020.95,341399212.0,9022.52
2009-04-01,3023.85,3069.3,2965.7,3060.35,319442080.0,8011.16
2009-04-02,3061.05,3228.75,3061.05,3211.05,370836234.0,9558.67
2009-04-06,3211.35,3303.9,3211.35,3256.6,357065601.0,9499.48
2009-04-08,3255.35,3357.05,3149.25,3342.95,409030235.0,11116.42
2009-04-09,3346.0,3401.15,3307.05,3342.05,414637960.0,9984.24
2009-04-13,3342.2,3417.8,3334.15,3382.6,331534301.0,8324.35
2009-04-15,3381.45,3497.55,3311.8,3484.15,458489468.0,12280.2
2009-04-16,3484.35,3511.25,3354.2,3369.5,559549931.0,13209.78
2009-04-17,3369.5,3489.85,3359.25,3384.4,491159908.0,11504.6
2009-04-20,3384.75,3441.1,3339.45,3377.1,341798670.0,8834.22
2009-04-21,3376.85,3414.7,3309.35,3365.3,344667947.0,9069.56
2009-04-22,3364.6,3401.1,3296.9,3330.3,327292987.0,7932.51
2009-04-23,3330.5,3439.9,3310.5,3423.7,315691090.0,7864.54
2009-04-24,3423.6,3491.35,3402.9,3480.75,306127718.0,8604.04
2009-04-27,3481.3,3517.25,3435.3,3470.0,315936295.0,9077.06
2009-04-28,3469.5,3471.95,3351.5,3362.35,287134649.0,7904.38
2009-04-29,3371.65,3486.4,3366.7,3473.95,483582317.0,9703.94
2009-05-04,3478.7,3664.5,3478.7,3654.0,363866099.0,10112.76
2009-05-05,3664.5,3682.2,3618.75,3661.9,442066443.0,11236.79
2009-05-06,3662.0,3717.05,3608.65,3625.05,408101644.0,11559.2
2009-05-07,3617.15,3692.05,3617.15,3683.9,326304598.0,8827.72
2009-05-08,3681.8,3711.25,3582.85,3620.7,291694964.0,8529.4
2009-05-11,3615.75,3660.2,3534.55,3554.6,285340638.0,7858.78
2009-05-12,3554.65,3691.65,3534.2,3681.1,366055503.0,9550.49
2009-05-13,3668.75,3709.6,3610.2,3635.25,360452738.0,9800.15
2009-05-14,3631.9,3631.9,3537.6,3593.45,288154287.0,8138.79
2009-05-15,3597.85,3686.25,3597.85,3671.65,300880814.0,8655.24
2009-05-18,3673.15,4384.3,3673.15,4323.15,2768292.0,113.99
2009-05-19,4324.95,4509.4,4167.65,4318.45,670982325.0,26002.26
2009-05-20,4318.75,4362.85,4244.7,4270.3,471343167.0,16917.63
2009-05-21,4270.35,4319.0,4199.2,4210.9,353070384.0,12290.03
2009-05-22,4211.85,4249.5,4155.85,4238.5,284165388.0,10572.97
2009-05-25,4238.1,4270.05,4205.1,4237.55,299302991.0,9104.62
2009-05-26,4239.55,4256.05,4092.25,4116.7,308739530.0,9501.71
2009-05-27,4117.3,4286.45,4115.25,4276.05,353499631.0,12173.35
2009-05-28,4276.15,4354.85,4254.85,4337.1,460439887.0,16067.32
2009-05-29,4340.75,4488.05,4340.75,4448.95,506796280.0,15181.73
2009-06-01,4450.4,4545.4,4450.4,4529.9,464256409.0,12781.61
2009-06-02,4530.45,4586.4,4451.3,4525.25,396327441.0,12565.07
2009-06-03,4525.5,4574.9,4478.6,4530.7,415829528.0,12131.57
2009-06-04,4530.3,4582.2,4453.45,4572.65,424050722.0,12563.65
2009-06-05,4573.3,4636.85,4561.95,4586.9,409906842.0,12907.88
2009-06-08,4582.35,4611.4,4404.65,4429.9,370092839.0,10824.22
2009-06-09,4427.75,4562.45,4365.1,4550.95,414282839.0,12049.96
2009-06-10,4551.7,4688.95,4551.7,4655.25,392189746.0,13099.93
2009-06-11,4657.4,4679.55,4586.15,4637.7,391597868.0,11474.46
2009-06-12,4637.55,4693.2,4566.15,4583.4,351580404.0,11400.58
2009-06-15,4584.65,4601.05,4469.6,4484.0,322454082.0,10755.98
2009-06-16,4478.1,4537.95,4405.95,4517.8,320009267.0,10807.47
2009-06-17,4515.35,4517.8,4332.8,4356.15,327627945.0,11194.56
2009-06-18,4352.95,4375.3,4222.15,4251.4,373404826.0,11542.45
2009-06-19,4251.1,4326.2,4206.7,4313.6,350066880.0,10401.79
2009-06-22,4314.2,4352.25,4221.9,4235.25,270808678.0,9103.94
2009-06-23,4223.3,4267.45,4143.25,4247.0,339990201.0,10880.96
2009-06-24,4247.3,4307.0,4218.25,4292.95,311199175.0,9512.27
2009-06-25,4293.85,4337.95,4221.15,4241.85,407987742.0,12847.28
2009-06-26,4243.95,4383.75,4243.95,4375.5,284570041.0,10065.52
2009-06-29,4375.4,4439.95,4350.9,4390.95,293321334.0,9591.85
2009-06-30,4391.5,4426.75,4267.35,4291.1,336647021.0,9901.53
2009-07-01,4292.3,4362.3,4249.7,4340.9,289982752.0,8654.14
2009-07-02,4373.5,4383.65,4288.75,4348.85,259079398.0,9730.33
2009-07-03,4347.3,4434.45,4298.95,4424.25,224680237.0,8374.4
2009-07-06,4429.6,4479.8,4133.7,4165.7,365737764.0,12648.38
2009-07-07,4166.0,4231.8,4155.5,4202.15,290915989.0,10299.04
2009-07-08,4201.85,4201.85,4061.1,4078.9,339578445.0,10077.55
2009-07-09,4078.75,4114.9,4039.85,4080.95,406359501.0,9201.81
2009-07-10,4081.4,4129.95,3976.8,4003.9,303001008.0,8770.17
2009-07-13,4003.4,4003.4,3918.75,3974.05,273186872.0,7530.57
2009-07-14,3974.1,4128.9,3974.1,4111.4,242076783.0,7797.11
2009-07-15,4120.8,4249.55,4118.75,4233.5,254611958.0,8138.11
2009-07-16,4223.5,4305.0,4205.5,4231.4,292288337.0,10209.96
2009-07-17,4231.45,4390.4,4230.15,4374.95,250233020.0,9545.1
2009-07-20,4377.9,4510.3,4377.9,4502.25,280309302.0,10151.33
2009-07-21,4501.5,4524.0,4436.6,4469.1,311984330.0,10289.73
2009-07-22,4469.3,4557.95,4380.45,4398.9,337796915.0,11688.74
2009-07-23,4409.7,4532.4,4405.95,4523.75,273052133.0,10580.0
2009-07-24,4524.8,4578.75,4504.85,4568.55,351255586.0,11501.51
2009-07-27,4568.65,4596.75,4528.5,4572.3,277017434.0,10388.02
2009-07-28,4572.8,4599.9,4529.15,4564.1,382344566.0,12576.09
2009-07-29,4565.8,4573.85,4420.8,4513.5,368035721.0,12501.05
2009-07-30,4513.1,4582.35,4474.5,4571.45,338985380.0,13121.84
2009-07-31,4571.6,4669.75,4571.6,4636.45,300437149.0,10951.04
2009-08-03,4633.8,4723.75,4617.75,4711.4,277002677.0,8717.22
2009-08-04,4706.25,4731.45,4642.6,4680.5,322871852.0,10938.39
2009-08-05,4680.95,4717.2,4629.85,4694.15,244640641.0,9312.86
2009-08-06,4694.35,4718.15,4559.2,4585.5,278150681.0,10973.92
2009-08-07,4591.9,4591.9,4463.95,4481.4,266871982.0,9772.77
2009-08-10,4486.5,4562.5,4399.85,4437.65,284079082.0,10028.43
2009-08-11,4435.0,4510.8,4398.9,4471.35,250129719.0,9082.78
2009-08-12,4473.8,4473.8,4359.4,4457.5,274149382.0,9375.42
2009-08-13,4458.55,4614.15,4458.55,4605.0,253540980.0,8883.22
2009-08-14,4605.15,4619.0,4559.35,4580.05,222992686.0,8149.0
2009-08-17,4578.8,4578.8,4374.6,4387.9,252330559.0,8387.98
2009-08-18,4389.5,4491.45,4372.65,4458.9,265217123.0,8599.04
2009-08-19,4457.75,4477.55,4353.45,4394.1,254668765.0,8296.66
2009-08-20,4394.35,4492.8,4394.35,4453.45,166600981.0,5675.53
2009-08-21,4453.45,4538.7,4400.9,4528.8,185694578.0,7403.77
2009-08-24,4536.95,4656.3,4536.95,4642.8,207902560.0,7027.01
2009-08-25,4641.65,4672.9,4582.5,4659.35,248995054.0,8299.73
2009-08-26,4659.45,4697.8,4659.1,4680.85,208840330.0,7346.21
2009-08-27,4679.0,4707.9,4645.15,4688.2,230998335.0,8572.49
2009-08-28,4688.4,4743.75,4651.4,4732.35,285794817.0,8769.6
2009-08-31,4730.85,4730.85,4635.0,4662.1,355947859.0,9366.93
2009-09-01,4662.2,4735.9,4600.65,4625.35,332639046.0,9952.01
2009-09-02,4624.0,4650.45,4576.6,4608.35,265745955.0,8466.96
2009-09-03,4608.75,4647.35,4581.05,4593.55,245965172.0,7664.43
2009-09-04,4608.7,4697.2,4580.35,4680.4,243559408.0,7885.25
2009-09-07,4682.4,4790.0,4679.3,4782.9,243162111.0,8418.82
2009-09-08,4782.85,4842.2,4782.65,4805.25,310692738.0,11901.18
2009-09-09,4804.9,4825.05,4783.5,4814.25,239157623.0,9314.22
2009-09-10,4814.35,4889.05,4807.9,4819.4,235712405.0,9264.17
2009-09-11,4819.4,4856.15,4791.55,4829.55,236392562.0,8539.69
2009-09-14,4830.35,4832.25,4786.25,4808.6,168557296.0,6265.34
2009-09-15,4808.35,4899.45,4808.35,4892.1,215325851.0,7811.97
2009-09-16,4894.65,4966.3,4894.65,4958.4,240095210.0,9361.6
2009-09-17,4958.55,5003.05,4944.15,4965.55,270017278.0,12490.14
2009-09-18,4963.95,4980.85,4931.9,4976.05,222101079.0,9124.75
2009-09-22,4977.1,5036.3,4977.1,5020.2,189005727.0,7643.28
2009-09-23,5019.95,5030.75,4957.05,4969.95,213349260.0,7733.22
2009-09-24,4977.15,5016.7,4904.05,4986.55,266932031.0,11724.18
2009-09-25,4985.1,4994.35,4931.25,4958.95,179960712.0,7401.44
2009-09-29,4959.15,5020.25,4959.1,5006.85,174803950.0,7287.18
2009-09-30,5007.65,5087.6,5004.35,5083.95,184790308.0,9175.8
2009-10-01,5087.2,5110.5,5057.05,5083.4,224761213.0,10100.1
2009-10-05,5076.05,5076.05,4991.95,5003.2,239335078.0,9807.7
2009-10-06,5003.65,5034.7,4921.05,5027.4,367279763.0,12542.57
2009-10-07,5031.7,5077.0,4972.95,4985.75,266221987.0,10939.13
2009-10-08,5011.25,5043.05,4971.75,5002.25,294680002.0,12051.82
2009-10-09,4993.0,5032.6,4934.55,4945.2,215439682.0,9481.39
2009-10-12,4945.45,5068.05,4945.45,5054.25,187302253.0,8342.17
2009-10-14,5054.35,5127.4,5054.35,5118.2,243364399.0,10025.05
2009-10-15,5118.55,5152.25,5077.1,5108.85,258099954.0,9833.7
2009-10-16,5108.65,5149.65,5093.2,5142.15,208175454.0,9471.33
2009-10-17,5159.35,5176.8,5124.25,5141.8,41376778.0,1697.89
2009-10-20,5145.6,5181.95,5102.65,5114.45,199616623.0,8313.74
2009-10-21,5114.85,5117.45,5051.65,5063.6,206631723.0,8374.0
2009-10-22,5063.35,5064.25,4968.45,4988.6,219560144.0,8830.32
2009-10-23,4986.55,5054.95,4983.25,4997.05,223335499.0,9106.05
2009-10-26,4997.15,5033.75,4961.35,4970.9,201756762.0,7658.71
2009-10-27,4970.55,4970.55,4829.5,4846.7,324126841.0,11514.15
2009-10-28,4846.55,4867.0,4784.1,4826.15,291607710.0,10325.07
2009-10-29,4826.1,4826.1,4738.4,4750.55,354052799.0,12068.69
2009-10-30,4751.1,4853.65,4687.5,4711.7,321182346.0,11459.69
2009-11-03,4712.25,4729.85,4538.5,4563.9,319392344.0,10141.77
2009-11-04,4567.3,4717.8,4565.0,4710.8,342877732.0,9466.04
2009-11-05,4711.65,4776.35,4610.6,4765.55,337186106.0,9405.39
2009-11-06,4767.5,4836.2,4764.85,4796.15,279503737.0,8883.6
2009-11-09,4796.15,4905.25,4789.9,4898.4,242563827.0,8196.63
2009-11-10,4898.9,4947.7,4860.1,4881.7,273281602.0,10543.75
2009-11-11,4882.3,5016.7,4870.05,5003.95,251115661.0,8792.44
2009-11-12,5004.4,5014.4,4924.75,4952.65,282046035.0,9208.49
2009-11-13,4952.35,5017.9,4942.65,4998.95,217419912.0,7494.31
2009-11-16,4996.5,5073.2,4994.0,5058.05,218547707.0,7043.04
2009-11-17,5058.95,5074.0,5010.15,5062.25,211034152.0,7812.63
2009-11-18,5061.5,5079.3,5041.65,5054.7,204346736.0,8091.52
2009-11-19,5043.95,5053.45,4963.7,4989.0,286198276.0,7711.46
2009-11-20,4988.75,5063.3,4932.8,5052.45,289285202.0,8643.31
2009-11-23,5052.95,5113.1,5052.1,5103.55,193875423.0,7446.11
2009-11-24,5105.0,5112.85,5053.5,5090.55,201324276.0,7621.19
2009-11-25,5091.55,5138.0,5078.35,5108.15,185171466.0,7277.12
2009-11-26,5116.45,5116.45,4986.05,5005.55,250067337.0,9534.57
2009-11-27,5005.05,5005.05,4806.7,4941.75,304958891.0,9312.59
2009-11-30,4942.25,5066.35,4942.25,5032.7,299569170.0,8574.32
2009-12-01,5039.7,5130.35,5038.85,5122.0,301878674.0,8492.32
2009-12-02,5122.75,5161.75,5111.75,5123.25,284763865.0,9308.75
2009-12-03,5124.55,5181.0,5106.6,5131.7,225726200.0,7683.05
2009-12-04,5131.7,5161.8,5081.85,5108.9,207469832.0,6960.55
2009-12-07,5108.85,5131.3,5051.55,5066.7,213116933.0,6588.43
2009-12-08,5068.55,5152.55,5058.9,5147.95,222744006.0,7547.17
2009-12-09,5147.65,5147.65,5090.6,5112.0,240039269.0,7722.75
2009-12-10,5112.4,5146.45,5084.65,5134.65,212775673.0,7096.21
2009-12-11,5136.05,5182.55,5088.4,5117.3,207026470.0,7248.57
2009-12-14,5117.45,5156.7,5090.15,5105.7,171684929.0,6543.06
2009-12-15,5105.75,5129.45,5018.25,5033.05,198962362.0,7220.77
2009-12-16,5032.95,5067.25,5001.8,5042.05,202112014.0,7124.61
2009-12-17,5046.65,5064.2,5013.15,5041.75,219465268.0,7063.39
2009-12-18,5042.0,5043.4,4979.05,4987.7,199329425.0,6833.57
2009-12-21,4983.65,4997.85,4943.95,4952.6,168156865.0,6022.7
2009-12-22,4953.35,4997.3,4953.35,4985.85,164377140.0,5249.29
2009-12-23,4990.05,5150.6,4990.05,5144.6,250734148.0,7599.02
2009-12-24,5144.8,5197.9,5129.05,5178.4,202176013.0,6459.65
2009-12-29,5180.75,5214.6,5175.85,5187.95,160527908.0,5480.14
2009-12-30,5188.75,5197.05,5160.1,5169.45,147546797.0,4922.14
2009-12-31,5171.2,5221.85,5168.75,5201.05,188092940.0,7236.94
2010-01-04,5200.9,5238.45,5167.1,5232.2,148652424.0,6531.61
2010-01-05,5277.15,5288.35,5242.4,5277.9,240844424.0,7969.62
2010-01-06,5278.15,5310.85,5260.05,5281.8,216147837.0,7892.6
2010-01-07,5281.8,5302.55,5244.75,5263.1,181246734.0,6890.99
2010-01-08,5264.25,5276.75,5234.7,5244.75,201910800.0,7777.04
2010-01-11,5263.8,5287.2,5227.8,5249.4,238011959.0,11080.55
2010-01-12,5251.1,5300.5,5200.95,5210.4,206748015.0,8648.49
2010-01-13,5212.6,5239.2,5169.55,5233.95,200774550.0,8430.48
2010-01-14,5234.5,5272.85,5232.5,5259.9,171282618.0,7824.43
2010-01-15,5259.9,5279.85,5242.45,5252.2,167242355.0,6927.87
2010-01-18,5253.65,5292.5,5228.95,5274.85,153687597.0,6659.87
2010-01-19,5274.2,5287.8,5218.65,5225.65,141424524.0,6197.52
2010-01-20,5226.1,5256.7,5201.4,5221.7,167867201.0,7170.51
2010-01-21,5220.2,5220.35,5085.45,5094.15,190009431.0,7943.76
2010-01-22,5094.15,5094.15,4954.85,5036.0,270251977.0,10414.08
2010-01-25,5034.55,5035.7,4983.05,5007.9,166405391.0,5714.17
2010-01-27,5008.5,5008.5,4833.05,4853.1,274773820.0,9800.33
2010-01-28,4863.0,4929.9,4824.95,4867.25,275868897.0,10614.04
2010-01-29,4866.15,4893.7,4766.0,4882.05,265191792.0,10116.63
2010-02-01,4882.05,4918.8,4827.15,4899.7,226819473.0,7255.33
2010-02-02,4907.85,4951.15,4814.1,4830.1,235090748.0,7927.05
2010-02-03,4831.0,4949.15,4831.0,4931.85,163105434.0,6448.29
2010-02-04,4931.3,4931.3,4832.35,4845.35,167815142.0,6169.35
2010-02-05,4819.65,4827.0,4692.35,4718.65,222362365.0,7609.87
2010-02-06,4712.75,4768.15,4712.75,4757.25,22091127.0,643.11
2010-02-08,4755.35,4799.05,4675.4,4760.4,205364363.0,6823.11
2010-02-09,4760.55,4810.4,4739.35,4792.65,175452494.0,5819.47
2010-02-10,4793.0,4826.85,4748.1,4757.2,185053448.0,6196.72
2010-02-11,4757.25,4843.8,4757.25,4826.85,142638466.0,4917.21
2010-02-15,4827.9,4845.6,4783.9,4801.95,153758927.0,5004.68
2010-02-16,4801.8,4880.0,4791.35,4855.75,156011235.0,5240.97
2010-02-17,4858.65,4929.7,4857.6,4914.0,176502266.0,6291.08
2010-02-18,4915.1,4922.05,4873.7,4887.75,193513235.0,5763.98
2010-02-19,4887.3,4887.3,4805.55,4844.9,194311305.0,5737.99
2010-02-22,4849.35,4912.05,4845.9,4856.4,149362400.0,4591.6
2010-02-23,4856.6,4884.1,4833.15,4870.05,129233916.0,4617.62
2010-02-24,4869.55,4880.55,4834.65,4858.6,141213476.0,4842.23
2010-02-25,4859.0,4880.15,4835.6,4859.75,179443119.0,6427.68
2010-02-26,4858.5,4992.0,4858.45,4922.3,341137163.0,10987.94
2010-03-02,4935.6,5029.45,4935.35,5017.0,233127111.0,8468.18
2010-03-03,5015.8,5093.25,5015.1,5088.1,191791765.0,7375.98
2010-03-04,5096.95,5096.95,5049.0,5080.25,205104948.0,6826.25
2010-03-05,5080.55,5118.65,5068.05,5088.7,209604746.0,6307.8
2010-03-08,5092.15,5147.1,5092.15,5124.0,187964711.0,7130.87
2010-03-09,5121.05,5131.8,5094.35,5101.5,158734706.0,6364.07
2010-03-10,5101.6,5137.4,5092.05,5116.25,167174523.0,6445.89
2010-03-11,5116.35,5152.6,5102.1,5133.4,155698046.0,5500.07
2010-03-12,5131.8,5158.1,5122.1,5137.0,152561763.0,5927.11
2010-03-15,5134.45,5151.05,5101.2,5128.9,134878673.0,5301.12
2010-03-16,5128.95,5209.25,5125.7,5198.1,120692486.0,5250.18
2010-03-17,5198.45,5260.5,5177.15,5231.9,169767105.0,6291.05
2010-03-18,5232.55,5255.65,5214.4,5245.9,160336720.0,5521.68
2010-03-19,5246.8,5269.95,5237.1,5262.8,136871848.0,5558.7
2010-03-22,5260.95,5260.95,5187.05,5205.2,130039411.0,5212.14
2010-03-23,5205.85,5243.6,5193.4,5225.3,146479804.0,5673.78
2010-03-25,5225.3,5267.3,5202.95,5260.4,207844844.0,9239.93
2010-03-26,5260.55,5293.75,5260.55,5282.0,140965576.0,6366.38
2010-03-29,5283.9,5329.55,5242.15,5302.85,132186441.0,6001.64
2010-03-30,5302.95,5325.0,5251.35,5262.45,133483766.0,5629.19
2010-03-31,5260.4,5293.9,5235.15,5249.1,147618695.0,6542.18
2010-04-01,5249.2,5298.6,5249.2,5290.5,127773261.0,5365.11
2010-04-05,5291.4,5377.55,5291.4,5368.4,132419861.0,5762.97
2010-04-06,5369.65,5388.65,5351.7,5366.0,147051901.0,5746.95
2010-04-07,5365.7,5399.65,5345.05,5374.65,166790249.0,6530.95
2010-04-08,5376.3,5383.65,5290.25,5304.45,156785881.0,5830.63
2010-04-09,5302.4,5377.45,5302.25,5361.75,154497751.0,6207.69
2010-04-12,5354.15,5382.15,5324.9,5339.7,134901999.0,5502.8
2010-04-13,5340.85,5356.5,5301.7,5322.95,126581805.0,7839.07
2010-04-15,5323.3,5373.15,5265.3,5273.6,195013233.0,7702.54
2010-04-16,5273.4,5283.05,5237.55,5262.6,151013525.0,5498.97
2010-04-19,5279.05,5279.05,5160.9,5203.65,155321410.0,5791.22
2010-04-20,5208.3,5257.25,5208.3,5230.1,199478130.0,7155.88
2010-04-21,5230.3,5266.3,5230.3,5244.9,196901598.0,6577.43
2010-04-22,5248.6,5331.8,5221.1,5269.35,180286076.0,8794.67
2010-04-23,5269.65,5311.05,5269.65,5304.1,154120422.0,6935.25
2010-04-26,5299.35,5342.35,5299.35,5322.45,127022478.0,5920.48
2010-04-27,5322.1,5330.55,5301.4,5308.35,144428508.0,5684.75
2010-04-28,5308.2,5308.25,5202.45,5215.45,178645117.0,6812.97
2010-04-29,5215.25,5264.75,5214.8,5254.15,171683419.0,7264.42
2010-04-30,5254.2,5294.8,5254.2,5278.0,152495257.0,6591.23
2010-05-03,5278.4,5278.7,5210.05,5222.75,111445668.0,4663.49
2010-05-04,5223.9,5250.15,5134.85,5148.5,145539730.0,5782.23
2010-05-05,5148.35,5148.35,5056.5,5124.9,207679138.0,7373.72
2010-05-06,5124.4,5124.9,5037.75,5090.85,192105707.0,6560.7
2010-05-07,5072.3,5085.65,4984.6,5018.05,233345722.0,8765.29
2010-05-10,5026.6,5203.3,5026.6,5193.6,191632764.0,7272.87
2010-05-11,5189.75,5206.7,5126.5,5136.15,168751932.0,6431.69
2010-05-12,5133.75,5172.85,5098.8,5156.65,187111358.0,6559.76
2010-05-13,5157.55,5212.7,5147.95,5178.9,179378582.0,6054.24
2010-05-14,5180.55,5192.75,5070.95,5093.5,144381001.0,6094.56
2010-05-17,5093.9,5094.55,4966.25,5059.9,169306794.0,7203.31
2010-05-18,5059.55,5105.2,5024.25,5066.2,137027239.0,6336.36
2010-05-19,5065.1,5065.1,4908.15,4919.65,212950386.0,8688.71
2010-05-20,4924.3,4980.25,4924.3,4947.6,197303335.0,7215.28
2010-05-21,4946.7,4946.7,4842.3,4931.15,230483809.0,7363.95
2010-05-24,4944.3,5029.55,4923.45,4943.95,184424844.0,6576.57
2010-05-25,4945.3,4946.6,4786.45,4806.75,198187219.0,6759.02
2010-05-26,4807.3,4925.45,4807.3,4917.4,221985114.0,7246.83
2010-05-27,4915.15,5016.6,4897.6,5003.1,238270068.0,9374.65
2010-05-28,5005.6,5077.25,5005.6,5066.55,187947940.0,6703.72
2010-05-31,5076.1,5097.6,5038.55,5086.3,179398969.0,5600.69
2010-06-01,5086.25,5086.95,4961.05,4970.2,183016039.0,6170.85
2010-06-02,4970.75,5031.2,4967.05,5019.85,217930824.0,6768.12
2010-06-03,5020.15,5125.7,5020.15,5110.5,174606394.0,5784.75
2010-06-04,5112.6,5147.9,5091.6,5135.5,174561315.0,5755.15
2010-06-07,5132.95,5132.95,5004.25,5034.0,175607171.0,5958.49
2010-06-08,5036.7,5071.35,4967.3,4987.1,180656558.0,6149.81
2010-06-09,4985.05,5050.6,4980.1,5000.3,199912934.0,6619.08
2010-06-10,4999.6,5085.2,4997.6,5078.6,176853398.0,6038.85
2010-06-11,5078.75,5139.05,5078.75,5119.35,198342050.0,7105.68
2010-06-14,5120.15,5201.25,5120.15,5197.7,158831199.0,5616.24
2010-06-15,5201.3,5231.45,5171.05,5222.35,218930465.0,6642.21
2010-06-16,5225.05,5255.65,5214.9,5233.35,203727420.0,7283.62
2010-06-17,5233.65,5285.55,5206.55,5274.85,189953720.0,7662.74
2010-06-18,5274.95,5302.3,5245.5,5262.6,205198165.0,7934.71
2010-06-21,5266.5,5366.75,5266.5,5353.3,186200103.0,6565.17
2010-06-22,5353.95,5354.35,5311.05,5316.55,162043358.0,5453.37
2010-06-23,5316.15,5333.3,5288.15,5323.15,150160458.0,5457.95
2010-06-24,5323.25,5348.3,5284.55,5320.6,218787111.0,8902.73
2010-06-25,5320.5,5320.5,5259.9,5269.05,164967805.0,6750.84
2010-06-28,5271.1,5339.45,5270.75,5333.5,154140414.0,6284.06
2010-06-29,5333.55,5334.15,5235.8,5256.15,158720263.0,5859.41
2010-06-30,5254.25,5320.35,5210.0,5312.5,183722824.0,7083.92
2010-07-01,5312.05,5312.55,5232.1,5251.4,141430947.0,5489.08
2010-07-02,5251.25,5277.25,5225.6,5237.1,149979351.0,5158.26
2010-07-05,5237.0,5252.75,5225.85,5235.9,100621413.0,3333.36
2010-07-06,5236.1,5297.45,5231.5,5289.05,115506191.0,4290.4
2010-07-07,5293.1,5296.75,5233.45,5241.1,132390232.0,4490.16
2010-07-08,5242.0,5320.5,5242.0,5296.85,127297125.0,4878.49
2010-07-09,5297.2,5359.05,5297.2,5352.45,216660647.0,6889.1
2010-07-12,5352.25,5402.7,5351.6,5383.0,189500080.0,6566.28
2010-07-13,5370.2,5406.2,5357.85,5400.65,226045986.0,7302.68
2010-07-14,5402.0,5453.45,5371.7,5386.15,211034896.0,7700.69
2010-07-15,5387.1,5399.2,5360.6,5378.75,155118828.0,6035.97
2010-07-16,5376.65,5401.35,5374.4,5393.9,143220575.0,6261.44
2010-07-19,5392.7,5409.1,5361.5,5386.45,116584791.0,4686.58
2010-07-20,5387.0,5416.45,5353.6,5368.0,121626463.0,4136.6
2010-07-21,5368.85,5409.1,5368.85,5399.35,122859037.0,4953.75
2010-07-22,5399.15,5447.15,5372.2,5441.95,155995093.0,6239.12
2010-07-23,5441.9,5477.5,5435.15,5449.1,165925947.0,6466.84
2010-07-26,5446.55,5466.25,5409.2,5418.6,147330374.0,5545.74
2010-07-27,5420.2,5450.95,5407.2,5430.6,155306187.0,7037.79
2010-07-28,5436.1,5447.85,5386.25,5397.55,146938758.0,6793.67
2010-07-29,5397.85,5415.85,5381.55,5408.9,162309098.0,7592.59
2010-07-30,5408.4,5413.25,5349.2,5367.6,131797420.0,5934.09
2010-08-02,5369.55,5438.85,5351.3,5431.65,104231289.0,5012.55
2010-08-03,5432.5,5459.2,5426.4,5439.55,130727919.0,5577.95
2010-08-04,5441.35,5481.9,5428.4,5467.85,120781454.0,5308.01
2010-08-05,5470.15,5487.15,5443.1,5447.1,129638121.0,5375.93
2010-08-06,5448.25,5471.9,5431.35,5439.25,116668077.0,4724.6
2010-08-09,5439.8,5492.3,5433.25,5486.15,137005276.0,4943.58
2010-08-10,5486.8,5491.45,5445.35,5460.7,164218108.0,6726.45
2010-08-11,5460.7,5474.6,5412.0,5420.6,174632660.0,7684.14
2010-08-12,5418.7,5431.1,5372.45,5416.45,172039387.0,7991.9
